,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1:Output,open3:Output,open2:Output,open4:Output,short1:Output,short2:Output,short3:Output,short4:Output,OPEN,SHORT
16,16,16,1.15668,410.5793832679696,-11.126165884673956,-268.78988695808187,0,0,0,0,0,0,0,0,0,0
17,17,17,1.1566999999999998,410.64597137977165,-11.03464284756962,-267.80007062457304,0,0,0,0,0,0,0,0,0,0
18,18,18,1.15672,410.7103569610907,-10.908519900835914,-266.79968200281405,0,0,0,0,0,0,0,0,0,0
19,19,19,1.15674,410.7696905448301,-10.884400373040933,-265.7887605864529,0,0,0,0,0,0,0,0,0,0
20,20,20,1.15676,410.8276632147504,-10.89359332058061,-264.7673462849179,0,0,0,0,0,0,0,0,0,0
21,21,21,1.15678,410.88424963683406,-10.935786949181711,-263.7354794219151,0,0,0,0,0,0,0,0,0,0
22,22,22,1.1568,410.94128445730826,-10.942195183388677,-262.6932007337628,0,0,0,0,0,0,0,0,0,0
23,23,23,1.15682,410.9980702355622,-10.912473823465362,-261.6405513678579,0,0,0,0,0,0,0,0,0,0
24,24,24,1.15684,411.0539032795038,-10.84629503439149,-260.5775728809854,0,0,0,0,0,0,0,0,0,0
25,25,25,1.15686,411.10807396662494,-10.74334748745518,-259.50430723770614,0,0,0,0,0,0,0,0,0,0
26,26,26,1.15688,411.1598670676284,-10.60333649489706,-258.42079680872945,0,0,0,0,0,0,0,0,0,0
27,27,27,1.1569,411.20718846212986,-10.494503607711628,-257.32708436917216,0,0,0,0,0,0,0,0,0,0
28,28,28,1.15692,411.24969366054376,-10.553670390229726,-256.2232130969484,0,0,0,0,0,0,0,0,0,0
29,29,29,1.15694,411.2929369697546,-10.574980280317003,-255.10922657099616,0,0,0,0,0,0,0,0,0,0
30,30,30,1.15696,411.3362037604941,-10.558093770556264,-253.98516876958564,0,0,0,0,0,0,0,0,0,0
31,31,31,1.15698,411.37877345012487,-10.502687699131956,-252.85108406861465,0,0,0,0,0,0,0,0,0,0
32,32,32,1.157,411.4199198131779,-10.40845538080656,-251.70701723977427,0,0,0,0,0,0,0,0,0,0
33,33,33,1.15702,411.4589112941707,-10.275106731381255,-250.55301344891592,0,0,0,0,0,0,0,0,0,0
34,34,34,1.1570399999999998,411.4936739281695,-10.170936034703988,-249.38911825409173,0,0,0,0,0,0,0,0,0,0
35,35,35,1.15706,411.5245670881352,-10.164280966279415,-248.2153776038802,0,0,0,0,0,0,0,0,0,0
36,36,36,1.15708,411.5542432422002,-10.186302941162532,-247.0318378355949,0,0,0,0,0,0,0,0,0,0
37,37,37,1.1571,411.583941037192,-10.168115616485949,-245.83854567332736,0,0,0,0,0,0,0,0,0,0
38,38,38,1.15712,411.61292664473774,-10.109406974520738,-244.63554822623047,0,0,0,0,0,0,0,0,0,0
39,39,39,1.15714,411.64046099091206,-10.009881344269996,-243.4228929865618,0,0,0,0,0,0,0,0,0,0
40,40,40,1.15716,411.66580005641214,-9.869259513934727,-242.20062782789583,0,0,0,0,0,0,0,0,0,0
41,41,41,1.15718,411.6858600230851,-9.824481537314778,-240.96880100315715,0,0,0,0,0,0,0,0,0,0
42,42,42,1.1572,411.7036012224446,-9.87532149593926,-239.72746114274835,0,0,0,0,0,0,0,0,0,0
43,43,43,1.15722,411.72185880238817,-9.88427213403924,-238.47665725266407,0,0,0,0,0,0,0,0,0,0
44,44,44,1.15724,411.7398936888439,-9.85102184438309,-237.21643871247755,0,0,0,0,0,0,0,0,0,0
45,45,45,1.15726,411.7569617527648,-9.775275052518024,-235.94685527348167,0,0,0,0,0,0,0,0,0,0
46,46,46,1.15728,411.7723140947136,-9.656752321856064,-234.6679570566453,0,0,0,0,0,0,0,0,0,0
47,47,47,1.1573,411.78519733113376,-9.495190453161303,-233.3797945506688,0,0,0,0,0,0,0,0,0,0
48,48,48,1.15732,411.7921958859456,-9.496203722442802,-232.0824186100253,0,0,0,0,0,0,0,0,0,0
49,49,49,1.15734,411.7981535238909,-9.522314417823443,-230.775880452872,0,0,0,0,0,0,0,0,0,0
50,50,50,1.15736,411.804177652572,-9.504608151446131,-229.4602316591218,0,0,0,0,0,0,0,0,0,0
51,51,51,1.15738,411.8095223188103,-9.442794261253209,-228.13552416832468,0,0,0,0,0,0,0,0,0,0
52,52,52,1.1574,411.81343705398575,-9.336597830971822,-226.80181027765195,0,0,0,0,0,0,0,0,0,0
53,53,53,1.15742,411.8151671436828,-9.185759781457897,-225.45914263986847,0,0,0,0,0,0,0,0,0,0
54,54,54,1.15744,411.81178664895646,-9.127283687711218,-224.10757426116925,0,0,0,0,0,0,0,0,0,0
55,55,55,1.15746,411.80600522025696,-9.160942650372874,-222.74715849918408,0,0,0,0,0,0,0,0,0,0
56,56,56,1.1574799999999998,411.80040248773406,-9.14920726939764,-221.37794906078565,0,0,0,0,0,0,0,0,0,0
57,57,57,1.1575,411.7942333617316,-9.09179578658448,-220.00000000000568,0,0,0,0,0,0,0,0,0,0
58,58,58,1.15752,411.78674855022746,-8.988441743135521,-218.6133657159385,0,0,0,0,0,0,0,0,0,0
59,59,59,1.15754,411.777194811413,-8.838894062140227,-217.21810095050628,0,0,0,0,0,0,0,0,0,0
60,60,60,1.15756,411.7627318134965,-8.780148528714351,-215.81426078639817,0,0,0,0,0,0,0,0,0,0
61,61,61,1.15758,411.7459465704149,-8.811975922687699,-214.40190064478188,0,0,0,0,0,0,0,0,0,0
62,62,62,1.1576,411.7292962817798,-8.796870681999604,-212.9810762832685,0,0,0,0,0,0,0,0,0,0
63,63,63,1.15762,411.71203932839455,-8.734563212722737,-211.55184379355856,0,0,0,0,0,0,0,0,0,0
64,64,64,1.15764,411.6934302412564,-8.624798726581686,-210.11425959925148,0,0,0,0,0,0,0,0,0,0
65,65,65,1.15766,411.6727199368575,-8.467337314298035,-208.66838045377463,0,0,0,0,0,0,0,0,0,0
66,66,66,1.15768,411.64680921171134,-8.467747662048883,-207.2142634379219,0,0,0,0,0,0,0,0,0,0
67,67,67,1.1577,411.6199214620661,-8.48858769926141,-205.75196595776944,0,0,0,0,0,0,0,0,0,0
68,68,68,1.15772,411.5929893341112,-8.46099688096981,-204.28154574230484,0,0,0,0,0,0,0,0,0,0
69,69,69,1.15774,411.5652772140996,-8.38472037337507,-202.8030608411869,0,0,0,0,0,0,0,0,0,0
70,70,70,1.15776,411.53604601465,-8.259517613743553,-201.316569622495,0,0,0,0,0,0,0,0,0,0
71,71,71,1.15778,411.504553392745,-8.085162374675944,-199.82213077033003,0,0,0,0,0,0,0,0,0,0
72,72,72,1.1578,411.4678321316813,-8.067148946429164,-198.31980328260607,0,0,0,0,0,0,0,0,0,0
73,73,73,1.1578199999999998,411.4299008815517,-8.068096026912054,-196.80964646862645,0,0,0,0,0,0,0,0,0,0
74,74,74,1.15784,411.39163151808407,-8.019187569505796,-195.29171994678268,0,0,0,0,0,0,0,0,0,0
75,75,75,1.15786,411.35229736685767,-7.920185462717563,-193.76608364224208,0,0,0,0,0,0,0,0,0,0
76,76,76,1.15788,411.3111686655433,-7.7708652894877215,-192.23279778448625,0,0,0,0,0,0,0,0,0,0
77,77,77,1.1579,411.26537426754567,-7.776622727507735,-190.69192290504296,0,0,0,0,0,0,0,0,0,0
78,78,78,1.1579199999999998,411.2187371568693,-7.800135392732884,-189.14351983500032,0,0,0,0,0,0,0,0,0,0
79,79,79,1.15794,411.1720858389749,-7.77262455080288,-187.58764970264613,0,0,0,0,0,0,0,0,0,0
80,80,80,1.15796,411.12470755810926,-7.693857205916034,-186.0243739310973,0,0,0,0,0,0,0,0,0,0
81,81,81,1.15798,411.0758866722573,-7.563613406637171,-184.45375423577624,0,0,0,0,0,0,0,0,0,0
82,82,82,1.158,411.02490483638655,-7.381686296101701,-182.8758526220876,0,0,0,0,0,0,0,0,0,0
83,83,83,1.15802,410.96848101154194,-7.421830260573995,-181.29073138285668,0,0,0,0,0,0,0,0,0,0
84,84,84,1.15804,410.9122619223178,-7.409839849078724,-179.69845309598463,0,0,0,0,0,0,0,0,0,0
85,85,85,1.15806,410.85555095971455,-7.345489395085352,-178.09908062187745,0,0,0,0,0,0,0,0,0,0
86,86,86,1.15808,410.7976488528688,-7.228565609711882,-176.49267710100727,0,0,0,0,0,0,0,0,0,0
87,87,87,1.1581,410.7378538353641,-7.05886762652592,-174.87930595146355,0,0,0,0,0,0,0,0,0,0
88,88,88,1.15812,410.673008792594,-7.109960111831409,-173.2590308663476,0,0,0,0,0,0,0,0,0,0
89,89,89,1.15814,410.608495251096,-7.107829122398585,-171.6319158113747,0,0,0,0,0,0,0,0,0,0
90,90,90,1.15816,410.5436344140071,-7.052258147250996,-169.99802502224654,0,0,0,0,0,0,0,0,0,0
91,91,91,1.15818,410.477745061097,-6.943042382091725,-168.35742300214403,0,0,0,0,0,0,0,0,0,0
92,92,92,1.1582,410.4101436989063,-6.77998876878704,-166.71017451930007,0,0,0,0,0,0,0,0,0,0
93,93,93,1.15822,410.3380487857849,-6.768062551758816,-165.05634460417485,0,0,0,0,0,0,0,0,0,0
94,94,94,1.15824,410.2652280169342,-6.770255841621585,-163.39599854721632,0,0,0,0,0,0,0,0,0,0
95,95,95,1.1582599999999998,410.19212642717815,-6.717973546610868,-161.72920189601396,0,0,0,0,0,0,0,0,0,0
96,96,96,1.15828,410.11808272640445,-6.611020807806722,-160.05602045283035,0,0,0,0,0,0,0,0,0,0
97,97,97,1.1583,410.0424335806919,-6.449213832750617,-158.37652027203427,0,0,0,0,0,0,0,0,0,0
98,98,98,1.15832,409.96300880442726,-6.369018441261581,-156.69076765738663,0,0,0,0,0,0,0,0,0,0
99,99,99,1.15834,409.88161682072337,-6.3702076254257705,-154.99882915954473,0,0,0,0,0,0,0,0,0,0
100,100,100,1.15836,409.79994490993823,-6.315934123219908,-153.30077157331277,0,0,0,0,0,0,0,0,0,0
101,101,101,1.15838,409.7173535508278,-6.206014156757663,-151.59666193512743,0,0,0,0,0,0,0,0,0,0
102,102,102,1.1584,409.6332014084989,-6.040274335814158,-149.886567520304,0,0,0,0,0,0,0,0,0,0
103,103,103,1.15842,409.54498523708025,-6.0233048459551535,-148.1705558404263,0,0,0,0,0,0,0,0,0,0
104,104,104,1.15844,409.45607394495,-6.018361411533724,-146.44869464072818,0,0,0,0,0,0,0,0,0,0
105,105,105,1.15846,409.36682927968417,-5.957001333484297,-144.7210518973104,0,0,0,0,0,0,0,0,0,0
106,106,106,1.15848,409.2766350652622,-5.839052779362845,-142.98769581458143,0,0,0,0,0,0,0,0,0,0
107,107,107,1.1585,409.1840761659009,-5.732542459768515,-141.24869482245597,0,0,0,0,0,0,0,0,0,0
108,108,108,1.15852,409.0896686819058,-5.637281550111427,-139.50411757369957,0,0,0,0,0,0,0,0,0,0
109,109,109,1.15854,408.993231736629,-5.621233938977466,-137.75403294126653,0,0,0,0,0,0,0,0,0,0
110,110,110,1.15856,408.8963650208635,-5.547863894274716,-135.9985100154698,0,0,0,0,0,0,0,0,0,0
111,111,111,1.15858,408.7984773682685,-5.417012141661588,-134.2376181013803,0,0,0,0,0,0,0,0,0,0
112,112,112,1.1586,408.6978243810536,-5.3647492168597015,-132.47142671597982,0,0,0,0,0,0,0,0,0,0
113,113,113,1.15862,408.5958733502957,-5.322749073925486,-130.70000558546397,0,0,0,0,0,0,0,0,0,0
114,114,114,1.15864,408.4930675125264,-5.29081864982524,-128.92342464253792,0,0,0,0,0,0,0,0,0,0
115,115,115,1.15866,408.3897029241444,-5.200696630970044,-127.14175402354316,0,0,0,0,0,0,0,0,0,0
116,116,116,1.15868,408.2852148880544,-5.0522367103959525,-125.35506406581722,0,0,0,0,0,0,0,0,0,0
117,117,117,1.1586999999999998,408.1779652209004,-4.98134948936681,-123.56342530480428,0,0,0,0,0,0,0,0,0,0
118,118,118,1.15872,408.06915898010647,-4.987811619607348,-121.7669084713185,0,0,0,0,0,0,0,0,0,0
119,119,119,1.15874,407.9601788526333,-4.935403272477548,-119.96558448880091,0,0,0,0,0,0,0,0,0,0
120,120,120,1.15876,407.8504891564533,-4.823983563490778,-118.159524470389,0,0,0,0,0,0,0,0,0,0
121,121,121,1.15878,407.7388885271303,-4.721368782197254,-116.3487997163216,0,0,0,0,0,0,0,0,0,0
122,122,122,1.1588,407.6257851444024,-4.627387845058179,-114.53348171081323,0,0,0,0,0,0,0,0,0,0
123,123,123,1.15882,407.51103999145806,-4.609779691708334,-112.71364211959248,0,0,0,0,0,0,0,0,0,0
124,124,124,1.15884,407.3959293313728,-4.5325193957484,-110.88935278677756,0,0,0,0,0,0,0,0,0,0
125,125,125,1.15886,407.27931553604026,-4.463353109413134,-109.06068573217108,0,0,0,0,0,0,0,0,0,0
126,126,126,1.15888,407.16156701537966,-4.402112710003891,-107.22771314845023,0,0,0,0,0,0,0,0,0,0
127,127,127,1.1589,407.04311303497167,-4.28078715112011,-105.39050739820097,0,0,0,0,0,0,0,0,0,0
128,128,128,1.15892,406.9230653152517,-4.167076769252964,-103.54914101119373,0,0,0,0,0,0,0,0,0,0
129,129,129,1.15894,406.80119483287245,-4.128613067291916,-101.70368668140388,0,0,0,0,0,0,0,0,0,0
130,130,130,1.15896,406.67850871965146,-4.09739893970211,-99.85421726419176,0,0,0,0,0,0,0,0,0,0
131,131,131,1.15898,406.55539938954206,-4.005509072126298,-98.0008057734766,0,0,0,0,0,0,0,0,0,0
132,132,132,1.159,406.43140699895207,-3.852833906158364,-96.14352537873695,0,0,0,0,0,0,0,0,0,0
133,133,133,1.15902,406.3050650370333,-3.8424141442789455,-94.28244940225626,0,0,0,0,0,0,0,0,0,0
134,134,134,1.1590399999999998,406.17816379549527,-3.838591097664129,-92.41765131611062,0,0,0,0,0,0,0,0,0,0
135,135,135,1.15906,406.0510670094096,-3.773529259464381,-90.54920473931848,0,0,0,0,0,0,0,0,0,0
136,136,136,1.15908,405.9233476538087,-3.647127109047773,-88.67718343498525,0,0,0,0,0,0,0,0,0,0
137,137,137,1.1591,405.79407414513867,-3.5269158841864905,-86.80166130727265,0,0,0,0,0,0,0,0,0,0
138,138,138,1.15912,405.6630983340981,-3.5479693923491435,-84.92271239861692,0,0,0,0,0,0,0,0,0,0
139,139,139,1.1591399999999998,405.53210585254726,-3.507254369059239,-83.0404108866867,0,0,0,0,0,0,0,0,0,0
140,140,140,1.15916,405.40070340436415,-3.4046780699108807,-81.15483108150556,0,0,0,0,0,0,0,0,0,0
141,141,141,1.15918,405.2684972691682,-3.2401530079740017,-79.26604742256974,0,0,0,0,0,0,0,0,0,0
142,142,142,1.1592,405.1343580002178,-3.1486350192315373,-77.37413447578977,0,0,0,0,0,0,0,0,0,0
143,143,143,1.15922,404.9991790306421,-3.1299301961984023,-75.47916693068355,0,0,0,0,0,0,0,0,0,0
144,144,144,1.15924,404.8637602745287,-3.0488800232318334,-73.58121959729078,0,0,0,0,0,0,0,0,0,0
145,145,145,1.15926,404.7277426981326,-2.9054059218137174,-71.68036740335675,0,0,0,0,0,0,0,0,0,0
146,146,146,1.15928,404.590139654353,-2.834292158461212,-69.77668539125409,0,0,0,0,0,0,0,0,0,0
147,147,147,1.1593,404.4517736420048,-2.767938161218824,-67.87024871507177,0,0,0,0,0,0,0,0,0,0
148,148,148,1.15932,404.31286071541024,-2.7062132061965585,-65.96113263769992,0,0,0,0,0,0,0,0,0,0
149,149,149,1.15934,404.1735165871704,-2.5816213924759013,-64.04941252772048,0,0,0,0,0,0,0,0,0,0
150,150,150,1.15936,404.0328565696743,-2.52877099455179,-62.1351638566392,0,0,0,0,0,0,0,0,0,0
151,151,151,1.15938,403.8918407541224,-2.412845825414745,-60.218462195698656,0,0,0,0,0,1,0,0,0,1
152,152,152,1.1594,65.54137534296795,0.9860905570636588,-58.29938321292912,0,0,0,0,0,1,0,0,0,1
153,153,153,1.15942,49.851776351373815,0.8951396809289439,-56.37800267036957,0,0,0,0,0,1,0,0,0,1
154,154,154,1.15944,47.59547013244878,0.6654815020368476,-54.454396420781805,0,0,0,0,0,1,0,0,0,1
155,155,155,1.15946,46.14095123594776,0.4445183061960945,-52.52864040488162,0,0,0,0,0,1,0,0,0,1
156,156,156,1.1594799999999998,44.06406430469256,0.2345437249134079,-50.60081064820172,0,0,0,0,0,1,0,0,0,1
157,157,157,1.1595,42.72891651101024,0.0265194247301939,-48.67098325814242,0,0,0,0,0,1,0,0,0,1
158,158,158,1.15952,40.81696085073051,-0.1660817209391452,-46.739234421019646,0,0,0,0,0,1,0,0,0,1
159,159,159,1.15954,39.591546654883686,-0.3516873684014132,-44.80564039893483,0,0,0,0,0,1,0,0,0,1
160,160,160,1.15956,37.83115314336655,-0.5275852865132564,-42.8702775269041,0,0,0,0,0,1,0,0,0,1
161,161,161,1.15958,36.15446373006666,-0.686663940958103,-40.933222209704766,0,0,0,0,0,1,0,0,0,1
162,162,162,1.1596,34.55743592436002,-0.8359097806069772,-38.99455091899903,0,0,0,0,0,1,0,0,0,1
163,163,163,1.15962,33.03617134256324,-0.9726700112972791,-37.05434019019238,0,0,0,0,0,1,0,0,0,1
164,164,164,1.15964,31.586869914449423,-1.0944231926970325,-35.112666619464655,0,0,0,0,0,1,0,0,0,1
165,165,165,1.15966,30.206204651496527,-1.2065710510043763,-33.16960686079888,0,0,0,0,0,1,0,0,0,1
166,166,166,1.15968,28.456196802820145,-1.3023497716499015,-31.225237622832125,0,0,0,0,0,1,0,0,0,1
167,167,167,1.1597,26.81241634920251,-1.3898441277542568,-29.279635665967778,0,0,0,0,0,1,0,0,0,1
168,168,168,1.15972,25.268283453216416,-1.4655836182471054,-27.33287779922212,0,0,0,0,0,1,0,0,0,1
169,169,169,1.15974,23.817508742124296,-1.5263147705621194,-25.385040877244712,0,0,0,0,0,1,0,0,0,1
170,170,170,1.15976,22.11709145831509,-1.577682113465411,-23.436201797337247,0,0,0,0,0,1,0,0,0,1
171,171,171,1.15978,20.54267859505249,-1.6184196816669962,-21.4864374962944,0,0,0,0,0,1,0,0,0,1
172,172,172,1.1598,18.797909726672728,-1.6469388655175092,-19.535824947507503,0,0,0,0,0,1,0,0,0,1
173,173,173,1.15982,17.20604958211637,-1.6659920318457253,-17.58444115780238,0,0,0,0,0,1,0,0,0,1
174,174,174,1.15984,15.517179357765183,-1.6768864846992146,-15.632363164452077,0,0,0,0,0,1,0,0,0,1
175,175,175,1.15986,13.7886953686478,-1.677732633741396,-13.679668032188594,0,0,0,0,0,1,0,0,0,1
176,176,176,1.15988,11.892900897718803,-1.6739165473484638,-11.726432850036876,0,0,0,0,0,1,0,0,0,1
177,177,177,1.1599,10.1099597053423,-1.665144421032679,-9.77273472841278,0,0,0,0,0,1,0,0,0,1
178,178,178,1.1599199999999998,8.34497797677152,-1.6507114780310688,-7.818650795955211,0,0,0,0,0,1,0,0,0,1
179,179,179,1.15994,6.49159096472396,-1.6322892896331247,-5.864258196516532,0,0,0,0,0,1,0,0,0,1
180,180,180,1.15996,4.621509733336539,-1.6115613275714622,-3.909634086258517,0,0,0,0,0,1,0,0,0,1
181,181,181,1.15998,2.714694867088552,-1.5877252520159058,-1.9548556302880904,0,0,0,0,0,1,0,0,0,1
182,182,182,1.16,0.6076303866666578,-1.5633455656531827,1.540652627552874e-15,0,0,0,0,0,1,0,0,0,1
183,183,183,1.16002,0.045536154344118,-1.5302476891044148,1.9548556303057785,0,0,0,0,0,1,0,0,0,1
184,184,184,1.16004,0.0074183261773297,-1.432123536504357,3.9096340862408354,0,0,0,0,0,1,0,0,0,1
185,185,185,1.16006,0.0064971894380766,-1.2689937354074128,5.864258196516534,0,0,0,0,0,1,0,0,0,1
186,186,186,1.16008,0.0054094149691435,-1.040745139747568,7.818650795937534,0,0,0,0,0,1,0,0,0,1
187,187,187,1.1601,0.0039965317967179,-0.7473967325254236,9.772734728395104,0,0,0,0,0,1,0,0,0,1
188,188,188,1.16012,0.0022582799353727,-0.3889709349793735,11.72643285003688,0,0,0,0,0,1,0,0,0,1
189,189,189,1.16014,0.0003478062153184,0.0345059229256352,13.679668032170929,0,0,0,0,0,1,0,0,0,1
190,190,190,1.16016,1.716150489386766e-05,0.5230413739052403,15.632363164434416,0,0,0,0,0,1,0,0,0,1
191,191,191,1.16018,1.7017647279497848e-06,1.0766565740544491,17.584441157784724,0,0,0,0,0,1,0,0,0,1
192,192,192,1.1602,1.695308546002614e-06,1.6953300565284577,19.535824947489854,0,0,0,0,0,1,0,0,0,1
193,193,193,1.16022,2.379012947371426e-06,2.3790366121166286,21.4864374962944,0,0,0,0,0,1,0,0,0,1
194,194,194,1.16024,3.127723819675185e-06,3.1277496385191874,23.43620179731961,0,0,0,0,0,1,0,0,0,1
195,195,195,1.1602599999999998,3.941411602920638e-06,3.9414395756578378,25.385040877227087,0,0,0,0,0,1,0,0,0,1
196,196,196,1.16028,4.820044171937361e-06,4.820074298277127,27.332877799204507,0,0,0,0,0,1,0,0,0,1
197,197,197,1.1603,5.763586837645948e-06,5.7636191172126265,29.27963566595017,0,0,0,0,0,1,0,0,0,1
198,198,198,1.16032,6.772002348427573e-06,6.772036780760506,31.225237622832125,0,0,0,0,0,1,0,0,0,1
199,199,199,1.16034,7.84525089159454e-06,7.8452874761480835,33.1696068607813,0,0,0,0,0,1,0,0,0,1
200,200,200,1.16036,8.983290094962051e-06,8.983328831105585,35.11266661946466,0,0,0,0,0,1,0,0,0,1
201,201,201,1.1603796067619403,8.983290094962051e-06,8.983328831105585,35.11266661946466,0,0,0,0,0,1,0,0,0,1
