"Time / s","Vo:Measured voltage","IL:Measured current","Vin:Measured voltage","open1:Output","open3:Output","open2:Output","open4:Output","short1:Output","short2:Output","short3:Output","short4:Output"
1.1870000000000001,411.44287513533766,10.456438334204782,251.70701723978019,0,0,0,0,0,0,0,0
1.18702,411.48149440101429,10.322557530787069,250.5530134489114,0,0,0,0,0,0,0,0
1.1870399999999999,411.51476493689307,10.286439717868985,249.38911825408718,0,0,0,0,0,0,0,0
1.18706,411.54620038224556,10.279281320116363,248.21537760388628,0,0,0,0,0,0,0,0
1.1870799999999999,411.57671248224671,10.300792703339846,247.03183783560101,0,0,0,0,0,0,0,0
1.1871,411.60724255272936,10.282078420017122,245.83854567333353,0,0,0,0,0,0,0,0
1.18712,411.63705651897021,10.222826532499216,244.63554822623669,0,0,0,0,0,0,0,0
1.1871399999999999,411.66541506204817,10.122741454767887,243.42289298657909,0,0,0,0,0,0,0,0
1.18716,411.69157391910164,9.9815440648725371,242.20062782790214,0,0,0,0,0,0,0,0
1.1871799999999999,411.71342516486658,9.8675762147702031,240.96880100316352,0,0,0,0,0,0,0,0
1.1872,411.73070358089723,9.9178296602113019,239.72746114274352,0,0,0,0,0,0,0,0
1.1872199999999999,411.74849469488299,9.9262031045786152,238.47665725265918,0,0,0,0,0,0,0,0
1.1872399999999999,411.76605964612048,9.8923850104051478,237.21643871249549,0,0,0,0,0,0,0,0
1.18726,411.78265451979257,9.8160798688554092,235.9468552734767,0,0,0,0,0,0,0,0
1.1872799999999999,411.79753063147177,9.6970083047957569,234.66795705664038,0,0,0,0,0,0,0,0
1.1873,411.80861757958593,9.6035279170262449,233.37979455066375,0,0,0,0,0,0,0,0
1.1873199999999999,411.81698121493895,9.535403325865941,232.08241861002017,0,0,0,0,0,0,0,0
1.1873399999999998,411.82243137462797,9.5610009537943945,230.77588045287868,0,0,0,0,0,0,0,0
1.18736,411.82794628921238,9.542791447640008,229.46023165911666,0,0,0,0,0,0,0,0
1.1873799999999999,411.83278021896797,9.4804841761492877,228.13552416831951,0,0,0,0,0,0,0,0
1.1874,411.83618290887517,9.3738042498586136,226.80181027764678,0,0,0,0,0,0,0,0
1.1874199999999999,411.83739985819017,9.2224926124367421,225.45914263986324,0,0,0,0,0,0,0,0
1.1874400000000001,411.83280097862269,9.2321899783572654,224.10757426116396,0,0,0,0,0,0,0,0
1.18746,411.82760637873344,9.2654024360363323,222.74715849917877,0,0,0,0,0,0,0,0
1.1874799999999999,411.82258982718014,9.2532103310379821,221.37794906078034,0,0,0,0,0,0,0,0
1.1875,411.81700611166639,9.1953319212289966,220.00000000000026,0,0,0,0,0,0,0,0
1.1875199999999999,411.81010581758215,9.0915007660788945,218.61336571593307,0,0,0,0,0,0,0,0
1.18754,411.80113558061942,8.9414658091423505,217.21810095050085,0,0,0,0,0,0,0,0
1.1875599999999999,411.78748100043276,8.882232583484301,215.81426078639271,0,0,0,0,0,0,0,0
1.1875799999999999,411.77159693096064,8.8449459740380654,214.401900644802,0,0,0,0,0,0,0,0
1.1876,411.75438428677074,8.8293517494539113,212.98107628327585,0,0,0,0,0,0,0,0
1.1876199999999999,411.73656483161955,8.7665653971367856,211.55184379355296,0,0,0,0,0,0,0,0
1.18764,411.71739329791927,8.6563321296118172,210.11425959925887,0,0,0,0,0,0,0,0
1.1876599999999999,411.69496240093002,8.5670156137425284,208.66838045378211,0,0,0,0,0,0,0,0
1.1876799999999998,411.66926313337456,8.5669886375276469,207.21426343794258,0,0,0,0,0,0,0,0
1.1877,411.64321153166156,8.5187933012081061,205.75196595777697,0,0,0,0,0,0,0,0
1.1877199999999999,411.61570089913863,8.49077283018846,204.28154574231243,0,0,0,0,0,0,0,0
1.18774,411.58741157282947,8.4140766482989466,202.80306084119462,0,0,0,0,0,0,0,0
1.1877599999999999,411.55760465631698,8.2884641694374803,201.31656962250267,0,0,0,0,0,0,0,0
1.1877799999999998,411.52383212643963,8.2508645127774454,199.82213077035129,0,0,0,0,0,0,0,0
1.1878,411.48829004845436,8.2324595302848689,198.31980328260019,0,0,0,0,0,0,0,0
1.1878199999999999,411.45176612115199,8.2330005772322963,196.80964646863427,0,0,0,0,0,0,0,0
1.18784,411.41490519112062,8.1836639077830604,195.29171994677674,0,0,0,0,0,0,0,0
1.1878599999999999,411.37698029987587,8.0842114002132952,193.76608364223617,0,0,0,0,0,0,0,0
1.18788,411.33726140071036,7.9344186317760244,192.23279778448023,0,0,0,0,0,0,0,0
1.1879,411.29339917457946,7.8711547213470041,190.6919229050369,0,0,0,0,0,0,0,0
1.1879199999999999,411.24747282198734,7.8256470134608334,189.14351983499427,0,0,0,0,0,0,0,0
1.18794,411.20022353134635,7.797659538872189,187.58764970264005,0,0,0,0,0,0,0,0
1.1879599999999999,411.15224886463324,7.7184250780492976,186.02437393109119,0,0,0,0,0,0,0,0
1.18798,411.10283334881103,7.5877236535319472,184.45375423577008,0,0,0,0,0,0,0,0
1.1879999999999999,411.05026329494979,7.4738463331451293,182.8758526220814,0,0,0,0,0,0,0,0
1.1880199999999999,410.99414815239567,7.5135651206188303,181.29073138286486,0,0,0,0,0,0,0,0
1.18804,410.93824001381552,7.5011453380473547,179.69845309597841,0,0,0,0,0,0,0,0
1.1880599999999999,410.88184224910071,7.4363612877898628,178.0990806218712,0,0,0,0,0,0,0,0
1.18808,410.82425556555609,7.3189996501693892,176.49267710100096,0,0,0,0,0,0,0,0
1.1880999999999999,410.76477817421272,7.1488595282844098,174.87930595145727,0,0,0,0,0,0,0,0
1.1881199999999998,410.70052642490316,7.1310797805199817,173.25903086635594,0,0,0,0,0,0,0,0
1.18814,410.63540995763117,7.1285326437875796,171.63191581136834,0,0,0,0,0,0,0,0
1.1881599999999999,410.56994947259386,7.0725542859347748,169.99802502224014,0,0,0,0,0,0,0,0
1.18818,410.50346389348766,6.9629398551910677,168.3574230021525,0,0,0,0,0,0,0,0
1.1881999999999999,410.43526986978162,6.7994962439451889,166.71017451929364,0,0,0,0,0,0,0,0
1.1882200000000001,410.3622992639834,6.8555909658037901,165.05634460418338,0,0,0,0,0,0,0,0
1.18824,410.28971080313863,6.8574132560947403,163.39599854722491,0,0,0,0,0,0,0,0
1.1882599999999999,410.21684537337023,6.804757174020704,161.72920189602254,0,0,0,0,0,0,0,0
1.18828,410.14304168132441,6.6974278109025294,160.05602045283899,0,0,0,0,0,0,0,0
1.1882999999999999,410.06763638890175,6.5352413245766483,158.37652027204294,0,0,0,0,0,0,0,0
1.18832,409.98843322905526,6.4546722787249378,156.69076765738006,0,0,0,0,0,0,0,0
1.18834,409.90724096112336,6.4554942250963556,154.99882915955342,0,0,0,0,0,0,0,0
1.1883599999999999,409.82577305805506,6.4008512588498325,153.3007715733369,0,0,0,0,0,0,0,0
1.18838,409.74339000167328,6.2905595491027766,151.59666193512078,0,0,0,0,0,0,0,0
1.1883999999999999,409.65945045920012,6.124445652607049,149.88656752029735,0,0,0,0,0,0,0,0
1.18842,409.57146193727908,6.1071137136661005,148.17055584041958,0,0,0,0,0,0,0,0
1.1884399999999999,409.48272113691752,6.1018097295413112,146.44869464072147,0,0,0,0,0,0,0,0
1.1884599999999998,409.39365171207868,6.040087351552236,144.72105189731928,0,0,0,0,0,0,0,0
1.18848,409.3036374944752,5.9217746914352647,142.98769581457466,0,0,0,0,0,0,0,0
1.1884999999999999,409.21206072723101,5.7467095774601837,141.24869482244915,0,0,0,0,0,0,0,0
1.18852,409.11670565230344,5.719281798370603,139.50411757369278,0,0,0,0,0,0,0,0
1.1885399999999999,409.02041347286229,5.7028871914441392,137.75403294125971,0,0,0,0,0,0,0,0
1.1885599999999998,408.92369678024028,5.6291687957668817,135.99851001547884,0,0,0,0,0,0,0,0
1.18858,408.82596441904911,5.4979672784013527,134.23761810137341,0,0,0,0,0,0,0,0
1.1885999999999999,408.72604060237541,5.3772477323591854,132.47142671597291,0,0,0,0,0,0,0,0
1.18862,33.040183634810617,9.849556101842289,130.70000558545703,0,0,0,0,0,0,1,0
1.1886399999999999,1.5957652859029481,14.176592522319885,128.92342464253099,0,0,0,0,0,0,1,0
1.18866,0.077087638001022821,18.444357325952598,127.14175402353619,0,0,0,0,0,0,1,0
1.18868,0.0037435695459404209,22.652650706053613,125.35506406581024,0,0,0,0,0,0,1,0
1.1886999999999999,0.00020520987720173617,26.801305015469509,123.56342530479726,0,0,0,0,0,0,1,0
1.18872,3.822330830091813e-05,30.890156401321054,121.7669084713115,0,0,0,0,0,0,1,0
1.1887399999999999,3.4918910671934746e-05,34.919043070589488,119.96558448879389,0,0,0,0,0,0,1,0
1.18876,3.8887676251100212e-05,38.887806712694328,118.15952447039831,0,0,0,0,0,0,1,0
1.1887799999999999,4.279616176034633e-05,42.79629027899518,116.34879971631452,0,0,0,0,0,0,1,0
1.1887999999999999,4.6644212901315693e-05,46.644339471211339,114.53348171083901,0,0,0,0,0,0,1,0
1.18882,5.0431677761496149e-05,50.431802376907569,112.71364211960187,0,0,0,0,0,0,1,0
1.1888399999999999,5.4158406820218469e-05,54.158529475491818,110.88935278678697,0,0,0,0,0,0,1,0
1.18886,5.7824252954558776e-05,57.824373644117586,109.0606857321805,0,0,0,0,0,0,1,0
1.1888799999999999,6.1429071445146753e-05,61.429190163492173,107.2277131484597,0,0,0,0,0,0,1,0
1.1888999999999998,6.4972719981878994e-05,64.972836723589978,105.39050739822709,0,0,0,0,0,0,1,0
1.18892,6.8455058669537267e-05,68.455173429270801,103.54914101120319,0,0,0,0,0,0,1,0
1.1889399999999999,7.1875950033310768e-05,71.876062805802093,101.70368668141339,0,0,0,0,0,0,1,0
1.18896,7.5235259024224331e-05,75.235369804287146,99.854217264184541,0,0,0,0,0,0,1,0
1.1889799999999999,7.8532853024469325e-05,78.532961806995957,98.000805773469366,0,0,0,0,0,0,1,0
1.1890000000000001,8.1768601852638833e-05,81.768708632600479,96.143525378729692,0,0,0,0,0,0,1,0
1.18902,8.4942377768867919e-05,84.942482541314888,94.282449402249,0,0,0,0,0,0,1,0
1.1890399999999999,8.8054055479876235e-05,88.054158239938005,92.417651316103345,0,0,0,0,0,0,1,0
1.18906,9.1103512143913445e-05,91.103612886799013,90.549204739311207,0,0,0,0,0,0,1,0
1.1890799999999999,9.4090627375610381e-05,94.090726096608293,88.67718343497792,0,0,0,0,0,0,1,0
1.1891,9.701528325073052e-05,97.015379945209219,86.801661307265363,0,0,0,0,0,0,1,0
1.18912,9.9877364310826128e-05,99.877458974234059,84.922712398609605,0,0,0,0,0,0,1,0
1.1891399999999999,0.00010267675756779562,102.67685019566137,83.040410886679339,0,0,0,0,0,0,1,0
1.18916,0.00010541335250834461,105.41344309627713,81.154831081498216,0,0,0,0,0,0,1,0
1.1891799999999999,0.0001080870410983493,108.08712964203809,79.266047422562366,0,0,0,0,0,0,1,0
1.1892,0.00011069771778711933,110.69780428233463,77.374134475782384,0,0,0,0,0,0,1,0
1.1892199999999999,0.00011324527951156845,113.24536395416129,75.479166930676172,0,0,0,0,0,0,1,0
1.1892399999999999,0.00011572962570027957,115.72970808618207,73.581219597300574,0,0,0,0,0,0,1,0
1.18926,0.00011815065827747743,118.15073860270292,71.680367403349337,0,0,0,0,0,0,1,0
1.1892799999999999,0.00012050828166689939,120.50835992754247,69.776685391246673,0,0,0,0,0,0,1,0
1.1893,0.00012280240279556888,122.80247898780573,67.870248715064335,0,0,0,0,0,0,1,0
1.1893199999999999,0.00012503293109747041,125.03300521755887,65.961132637692458,0,0,0,0,0,0,1,0
1.1893399999999998,0.00012719977851712364,127.19985056140331,64.049412527747634,0,0,0,0,0,0,1,0
1.18936,0.0001293028595130615,129.30292947795394,62.135163856649058,0,0,0,0,0,0,1,0
1.1893799999999999,0.00013134209106120494,131.3421589432138,60.218462195691188,0,0,0,0,0,0,1,0
1.1894,0.00013331739265814261,133.31745845385379,58.299383212938999,0,0,0,0,0,0,1,0
1.1894199999999999,0.00013522868632430738,135.22875003038914,56.378002670379466,0,0,0,0,0,0,1,0
1.1894400000000001,0.00013707589660705687,137.07595822025991,54.454396420791717,0,0,0,0,0,0,1,0
1.18946,0.00013885895058364997,138.85901010080775,52.528640404891547,0,0,0,0,0,0,1,0
1.1894799999999999,0.00014057777786412651,140.57783528215515,50.600810648211649,0,0,0,0,0,0,1,0
1.1895,0.00014223231059408732,142.23236590998573,48.670983258134896,0,0,0,0,0,0,1,0
1.1895199999999999,0.000143822483457371,143.82253666822118,46.7392344210296,0,0,0,0,0,0,1,0
1.18954,0.00014534823367863396,145.348284781601,44.805640398927288,0,0,0,0,0,0,1,0
1.18956,0.00014680950102582773,146.80955001816,42.870277526896551,0,0,0,0,0,0,1,0
1.1895799999999999,0.0001482062278125783,148.20627469160738,40.933222209714742,0,0,0,0,0,0,1,0
1.1896,0.00014953835890046179,149.53840366360265,38.994550918991465,0,0,0,0,0,0,1,0
1.1896033606567049,0.00014953835890046179,149.53840366360265,38.994550918991465,0,0,0,0,0,0,1,0
