,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT
0,0,1.0970441455480116,411.35764636917,-10.16855632290423,-249.38911825407968,0,0,0,0,0,0,0,0,0,0
1,1,1.09706,411.38920056499984,-10.16464761292079,-248.21537760388932,0,0,0,0,0,0,0,0,0,0
2,2,1.09708,411.418959252806,-10.189375945146317,-247.03183783559345,0,0,0,0,0,0,0,0,0,0
3,3,1.0971,411.4487887262065,-10.173892474892748,-245.8385456733367,0,0,0,0,0,0,0,0,0,0
4,4,1.09712,411.47795508378937,-10.117884202637851,-244.63554822623988,0,0,0,0,0,0,0,0,0,0
5,5,1.09714,411.5057191607897,-10.021054477361062,-243.42289298657133,0,0,0,0,0,0,0,0,0,0
6,6,1.09716,411.53133682929865,-9.883123109364776,-242.20062782790532,0,0,0,0,0,0,0,0,0,0
7,7,1.09718,411.5517191372482,-9.840984408632458,-240.9688010031556,0,0,0,0,0,0,0,0,0,0
8,8,1.0972,411.5705264979173,-9.82582772378043,-239.7274611427581,0,0,0,0,0,0,0,0,0,0
9,9,1.09722,411.5879874614632,-9.837365662024478,-238.47665725267387,0,0,0,0,0,0,0,0,0,0
10,10,1.09724,411.6052716279111,-9.806717267226745,-237.216438712476,0,0,0,0,0,0,0,0,0,0
11,11,1.09726,411.6216350994714,-9.733586073362645,-235.9468552734916,0,0,0,0,0,0,0,0,0,0
12,12,1.09728,411.63632919216775,-9.61769174807911,-234.66795705663216,0,0,0,0,0,0,0,0,0,0
13,13,1.0973,411.6486007220509,-9.458770192488371,-233.3797945506672,0,0,0,0,0,0,0,0,0,0
14,14,1.09732,411.6556370146075,-9.462369938334067,-232.08241861002364,0,0,0,0,0,0,0,0,0,0
15,15,1.09734,411.66109402321086,-9.491039247328825,-230.7758804528703,0,0,0,0,0,0,0,0,0,0
16,16,1.09736,411.66666119662005,-9.475900156319849,-229.46023165912013,0,0,0,0,0,0,0,0,0,0
17,17,1.09738,411.6715927034451,-9.41666118564622,-228.135524168311,0,0,0,0,0,0,0,0,0,0
18,18,1.0974,411.6751381829212,-9.313046599408471,-226.8018102776503,0,0,0,0,0,0,0,0,0,0
19,19,1.0974199999999998,411.67654301452495,-9.164796497073157,-225.4591426398668,0,0,0,0,0,0,0,0,0,0
