,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1_time,open2_time,open3,open4,short1_time,short2_time,short3,short4,OPEN,SHORT
0,0,1.0968250708471905,410.8639329662844,-10.87893806527394,-261.6405513678566,0,0,0,0,0,0,0,0,0,0
1,1,1.09684,410.9191943663956,-10.81563091994656,-260.5775728809744,0,0,0,0,0,0,0,0,0,0
2,2,1.09686,410.9728494191595,-10.71556626945555,-259.5043072377048,0,0,0,0,0,0,0,0,0,0
3,3,1.09688,411.0241830806476,-10.57844822787574,-258.4207968087281,0,0,0,0,0,0,0,0,0,0
4,4,1.0969,411.0699647657628,-10.540992942379315,-257.3270843691708,0,0,0,0,0,0,0,0,0,0
5,5,1.09692,411.11457300916726,-10.53447429966186,-256.22321309694706,0,0,0,0,0,0,0,0,0,0
6,6,1.09694,411.1575331752988,-10.558581953714368,-255.10922657098465,0,0,0,0,0,0,0,0,0,0
7,7,1.09696,411.200569532516,-10.544498160294026,-253.98516876958428,0,0,0,0,0,0,0,0,0,0
8,8,1.0969799999999998,411.24296156100615,-10.49189866701175,-252.8510840686132,0,0,0,0,0,0,0,0,0,0
9,9,1.097,411.28398307760256,-10.40047569710854,-251.70701723978328,0,0,0,0,0,0,0,0,0,0
10,10,1.09702,411.3229025486028,-10.269938074340027,-250.55301344891447,0,0,0,0,0,0,0,0,0,0
11,11,1.09704,411.35764636917,-10.16855632290423,-249.38911825407968,0,0,0,0,0,0,0,0,0,0
12,12,1.09706,411.38920056499984,-10.16464761292079,-248.21537760388932,0,0,0,0,0,0,0,0,0,0
13,13,1.09708,411.418959252806,-10.189375945146317,-247.03183783559345,0,0,0,0,0,0,0,0,0,0
14,14,1.0971,411.4487887262065,-10.173892474892748,-245.8385456733367,0,0,0,0,0,0,0,0,0,0
15,15,1.09712,411.47795508378937,-10.117884202637851,-244.63554822623988,0,0,0,0,0,0,0,0,0,0
16,16,1.09714,411.5057191607897,-10.021054477361062,-243.42289298657133,0,0,0,0,0,0,0,0,0,0
17,17,1.09716,411.53133682929865,-9.883123109364776,-242.20062782790532,0,0,0,0,0,0,0,0,0,0
18,18,1.09718,411.5517191372482,-9.840984408632458,-240.9688010031556,0,0,0,0,0,0,0,0,0,0
19,19,1.0972,411.5705264979173,-9.82582772378043,-239.7274611427581,0,0,0,0,0,0,0,0,0,0
20,20,1.09722,411.5879874614632,-9.837365662024478,-238.47665725267387,0,0,0,0,0,0,0,0,0,0
21,21,1.09724,411.6052716279111,-9.806717267226745,-237.216438712476,0,0,0,0,0,0,0,0,0,0
22,22,1.09726,411.6216350994714,-9.733586073362645,-235.9468552734916,0,0,0,0,0,0,0,0,0,0
23,23,1.09728,411.63632919216775,-9.61769174807911,-234.66795705663216,0,0,0,0,0,0,0,0,0,0
24,24,1.0973,411.6486007220509,-9.458770192488371,-233.3797945506672,0,0,0,0,0,0,0,0,0,0
25,25,1.09732,411.6556370146075,-9.462369938334067,-232.08241861002364,0,0,0,0,0,0,0,0,0,0
26,26,1.09734,411.66109402321086,-9.491039247328825,-230.7758804528703,0,0,0,0,0,0,0,0,0,0
27,27,1.09736,411.66666119662005,-9.475900156319849,-229.46023165912013,0,0,0,0,0,0,0,0,0,0
28,28,1.09738,411.6715927034451,-9.41666118564622,-228.135524168311,0,0,0,0,0,0,0,0,0,0
29,29,1.0974,411.6751381829212,-9.313046599408471,-226.8018102776503,0,0,0,0,0,0,0,0,0,0
30,30,1.0974199999999998,411.67654301452495,-9.164796497073157,-225.4591426398668,0,0,0,0,0,0,0,0,0,0
31,31,1.09744,411.6724859964558,-9.177469825861456,-224.1075742611676,0,0,0,0,0,0,0,0,0,0
32,32,1.09746,411.66826539044905,-9.145018741848892,-222.7471584991824,0,0,0,0,0,0,0,0,0,0
33,33,1.09748,411.66247460991366,-9.135766682138035,-221.3779490607716,0,0,0,0,0,0,0,0,0,0
34,34,1.0975,411.6561581581698,-9.080841158006868,-220.00000000000392,0,0,0,0,0,0,0,0,0,0
35,35,1.09752,411.6485667649226,-8.979974977095015,-218.61336571592412,0,0,0,0,0,0,0,0,0,0
36,36,1.09754,411.6389471980792,-8.83291632875903,-217.2181009505045,0,0,0,0,0,0,0,0,0,0
37,37,1.09756,411.62526389802446,-8.7766181040596,-215.81426078639643,0,0,0,0,0,0,0,0,0,0
38,38,1.09758,411.60849387007767,-8.810828571316323,-214.40190064479293,0,0,0,0,0,0,0,0,0,0
39,39,1.0976,411.5918963283803,-8.798105433642029,-212.9810762832797,0,0,0,0,0,0,0,0,0,0
