Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output
1.1354751152493592,403.9409946820225,-12.553231117528972,-307.88383294424887,0,0,0,0,0,0,0,0
1.13548,404.0777181047145,-12.575377805840436,-307.5962352918804,0,0,0,0,0,0,0,0
1.1355,404.21474744722497,-12.5842660416991,-307.29649426683426,0,0,0,0,0,0,0,0
1.13552,404.3517725846543,-12.579488476901805,-306.98462170237053,0,0,0,0,0,0,0,0
1.13554,404.4884742263192,-12.560646170937806,-306.660629910678,0,0,0,0,0,0,0,0
1.13556,404.623692679539,-12.594769501292038,-306.3245316824125,0,0,0,0,0,0,0,0
1.13558,404.7594710058149,-12.614075002826985,-305.97634028613857,0,0,0,0,0,0,0,0
1.1356,404.8954652935416,-12.618151241746784,-305.61606946787185,0,0,0,0,0,0,0,0
1.13562,405.0313224556322,-12.60659605464734,-305.2437334504812,0,0,0,0,0,0,0,0
1.13564,405.16506586505886,-12.64652631665784,-304.8593469331514,0,0,0,0,0,0,0,0
1.13566,405.2994804832018,-12.67008764172834,-304.46292509081104,0,0,0,0,0,0,0,0
1.13568,405.43418940157824,-12.676868404439862,-304.0544835735085,0,0,0,0,0,0,0,0
1.1357,405.5688066154095,-12.666467079736908,-303.6340385058229,0,0,0,0,0,0,0,0
1.1357199999999998,405.70293725930736,-12.6384924823549,-303.20160648620185,0,0,0,0,0,0,0,0
1.13574,405.8361778482464,-12.592564000247869,-302.7572045863172,0,0,0,0,0,0,0,0
1.13576,405.9681165236775,-12.52831182188588,-302.30085035040275,0,0,0,0,0,0,0,0
1.13578,406.09833330463874,-12.445377157295402,-301.83256179453434,0,0,0,0,0,0,0,0
1.1358,406.2264003437312,-12.343412452719267,-301.3523574059506,0,0,0,0,0,0,0,0
1.13582,406.3498835668796,-12.35749837667497,-300.86025614229,0,0,0,0,0,0,0,0
1.13584,406.47341560403487,-12.35193508149632,-300.3562774308767,0,0,0,0,0,0,0,0
1.13586,406.5965514962314,-12.326332967830709,-299.8404411679228,0,0,0,0,0,0,0,0
1.13588,406.71883784992576,-12.280314220824248,-299.31276771775595,0,0,0,0,0,0,0,0
1.1359,406.8382404316713,-12.281301927941762,-298.77327791203,0,0,0,0,0,0,0,0
1.13592,406.9573856478217,-12.261187644360636,-298.22199304886885,0,0,0,0,0,0,0,0
1.13594,407.0749770528788,-12.287422603071471,-297.658934892065,0,0,0,0,0,0,0,0
1.13596,407.1928630323452,-12.29182567380778,-297.0841256701855,0,0,0,0,0,0,0,0
1.13598,407.3105562672847,-12.274006257103055,-296.49758807570873,0,0,0,0,0,0,0,0
1.136,407.4275611251368,-12.233586512030662,-295.89934526414527,0,0,0,0,0,0,0,0
1.13602,407.543373947413,-12.170201569271628,-295.2894208530862,0,0,0,0,0,0,0,0
1.13604,407.6574833419261,-12.083499737077064,-294.66783892131383,0,0,0,0,0,0,0,0
1.1360599999999998,407.7674232386087,-12.109033090247143,-294.03462400781314,0,0,0,0,0,0,0,0
1.13608,407.8776170786469,-12.110621781996372,-293.38980111081867,0,0,0,0,0,0,0,0
1.1361,407.9875382057653,-12.087881763511078,-292.73339568684605,0,0,0,0,0,0,0,0
1.13612,408.0966519337949,-12.040442614072331,-292.0654336496395,0,0,0,0,0,0,0,0
1.13614,408.2044158492266,-11.967947744094882,-291.3859413692269,0,0,0,0,0,0,0,0
1.13616,408.3087444821717,-11.938089033455055,-290.69494567076293,0,0,0,0,0,0,0,0
1.13618,408.41130405895,-11.950587228626093,-289.992473833606,0,0,0,0,0,0,0,0
1.1362,408.51381373955536,-11.937051058774523,-289.2785535901288,0,0,0,0,0,0,0,0
1.13622,408.61570949355024,-11.897109752776409,-288.5532131246736,0,0,0,0,0,0,0,0
1.13624,408.7164196832125,-11.830406961007563,-287.81648107245303,0,0,0,0,0,0,0,0
1.13626,408.8134642263998,-11.872841066690643,-287.06838651837376,0,0,0,0,0,0,0,0
1.13628,408.91108090046606,-11.887874615540886,-286.3089589959414,0,0,0,0,0,0,0,0
1.1363,409.00868429090696,-11.87512656367404,-285.53822848604733,0,0,0,0,0,0,0,0
1.13632,409.1056812802991,-11.834230661531588,-284.75622541580543,0,0,0,0,0,0,0,0
1.13634,409.2014713670014,-11.764835643269915,-283.962980657372,0,0,0,0,0,0,0,0
1.13636,409.2954469876679,-11.666605408609724,-283.1585255266774,0,0,0,0,0,0,0,0
1.13638,409.3854934985484,-11.607433535309752,-282.3428917822475,0,0,0,0,0,0,0,0
1.1364,409.47316444111766,-11.587057893678478,-281.51611162389844,0,0,0,0,0,0,0,0
1.13642,409.5600651683663,-11.53693241573378,-280.6782176914879,0,0,0,0,0,0,0,0
1.13644,409.64429957096365,-11.524974362459329,-279.82924306364845,0,0,0,0,0,0,0,0
1.13646,409.7273685059831,-11.550890861777296,-278.9692212564296,0,0,0,0,0,0,0,0
1.13648,409.8106224577681,-11.546068940846771,-278.0981862220351,0,0,0,0,0,0,0,0
1.1364999999999998,409.8934243229386,-11.51014837457936,-277.2161723474291,0,0,0,0,0,0,0,0
1.13652,409.97512997960257,-11.442784650104702,-276.32321445300084,0,0,0,0,0,0,0,0
1.13654,410.0550886154709,-11.343649134883943,-275.4193477912153,0,0,0,0,0,0,0,0
1.13656,410.13264305922377,-11.212429237285464,-274.5046080451641,0,0,0,0,0,0,0,0
1.13658,410.2049299494496,-11.185534350616212,-273.5790313272228,0,0,0,0,0,0,0,0
1.1366,410.275086120948,-11.194370829436895,-272.6426541775586,0,0,0,0,0,0,0,0
1.13662,410.3445155969852,-11.238638175128408,-271.69551356275497,0,0,0,0,0,0,0,0
1.13664,410.4144700603349,-11.249617648727735,-270.73764687429315,0,0,0,0,0,0,0,0
1.13666,410.4842800630721,-11.226951937355578,-269.7690919271012,0,0,0,0,0,0,0,0
1.13668,410.5532694267712,-11.17029983773735,-268.78988695808744,0,0,0,0,0,0,0,0
1.1367,410.6207555687663,-11.079336412896524,-267.80007062456053,0,0,0,0,0,0,0,0
1.13672,410.6860498313497,-10.9537531415691,-266.7996820028106,0,0,0,0,0,0,0,0
1.13674,410.747042217472,-10.861700340303372,-265.78876058645864,0,0,0,0,0,0,0,0
1.13676,410.8039146079319,-10.871387166757923,-264.7673462849144,0,0,0,0,0,0,0,0
1.13678,410.8612763402229,-10.84563169997262,-263.7354794219115,0,0,0,0,0,0,0,0
1.1368,410.9165767028302,-10.852559338891462,-262.6932007337592,0,0,0,0,0,0,0,0
1.13682,410.9716391088714,-10.823394203918074,-261.64055136785424,0,0,0,0,0,0,0,0
1.13684,411.0257605736249,-10.75780821158031,-260.57757288098173,0,0,0,0,0,0,0,0
1.13686,411.07823217672313,-10.655489769709748,-259.50430723770245,0,0,0,0,0,0,0,0
1.13688,411.1283393854909,-10.516143912202349,-258.4207968087257,0,0,0,0,0,0,0,0
1.1369,411.1727927600601,-10.545039407851482,-257.3270843691684,0,0,0,0,0,0,0,0
1.13692,411.21741839428375,-10.536377892162514,-256.2232130969446,0,0,0,0,0,0,0,0
1.1369399999999998,411.2603554042928,-10.558360139236983,-255.1092265709923,0,0,0,0,0,0,0,0
1.13696,411.30332869943146,-10.54215209897659,-253.98516876958172,0,0,0,0,0,0,0,0
1.13698,411.3456178045336,-10.487430343081384,-252.8510840686108,0,0,0,0,0,0,0,0
1.137,411.38649659653305,-10.393887917694723,-251.70701723978075,0,0,0,0,0,0,0,0
1.13702,411.4252336172482,-10.261234467969008,-250.553013448912,0,0,0,0,0,0,0,0
1.13704,411.4600028964495,-10.15776039574757,-249.38911825407712,0,0,0,0,0,0,0,0
1.13706,411.4899557342618,-10.220358506847846,-248.2153776038868,0,0,0,0,0,0,0,0
1.13708,411.520670556108,-10.243054819620887,-247.0318378356016,0,0,0,0,0,0,0,0
1.1371,411.5514186935423,-10.225520853576445,-245.8385456733341,0,0,0,0,0,0,0,0
1.13712,411.58146593032825,-10.167444364176855,-244.63554822623723,0,0,0,0,0,0,0,0
1.13714,411.61007280077246,-10.068529461442775,-243.42289298656863,0,0,0,0,0,0,0,0
1.13716,411.6364948900416,-9.928496722494678,-242.20062782790268,0,0,0,0,0,0,0,0
1.13718,411.6589366031766,-9.815681048198917,-240.9688010031641,0,0,0,0,0,0,0,0
1.1372,411.67653794522175,-9.867044088522718,-239.72746114275537,0,0,0,0,0,0,0,0
1.13722,411.6946649352258,-9.876520349300035,-238.47665725267112,0,0,0,0,0,0,0,0
1.13724,411.71257853867706,-9.843798043399266,-237.21643871248463,0,0,0,0,0,0,0,0
1.13726,411.7295346629084,-9.768581415758918,-235.9468552734888,0,0,0,0,0,0,0,0
1.1372799999999998,411.74478444166806,-9.650590848535067,-234.6679570566526,0,0,0,0,0,0,0,0
1.1373,411.7575745213832,-9.489562960650613,-233.3797945506644,0,0,0,0,0,0,0,0
1.13732,411.7657515464157,-9.422484321736867,-232.08241861003253,0,0,0,0,0,0,0,0
1.13734,411.7704727847841,-9.449110973389866,-230.77588045286743,0,0,0,0,0,0,0,0
1.13736,411.775269930756,-9.431943578091968,-229.46023165911728,0,0,0,0,0,0,0,0
1.13738,411.77939741482896,-9.370691291070584,-228.13552416830808,0,0,0,0,0,0,0,0
1.1374,411.7821051487556,-9.265079006233796,-226.80181027764732,0,0,0,0,0,0,0,0
1.13742,411.78263879506767,-9.11484744757824,-225.45914263986384,0,0,0,0,0,0,0,0
1.13744,411.7777010300816,-9.125609043544593,-224.10757426116456,0,0,0,0,0,0,0,0
1.13746,411.7719101337573,-9.15988185722624,-222.74715849917936,0,0,0,0,0,0,0,0
1.13748,411.76630798026014,-9.148760313137355,-221.3779490607685,0,0,0,0,0,0,0,0
1.1375,411.7601494744192,-9.091962472298423,-220.00000000000088,0,0,0,0,0,0,0,0
1.13752,411.75268531574295,-8.989221695286702,-218.61336571593367,0,0,0,0,0,0,0,0
1.13754,411.7431622510041,-8.840286724773472,-217.2181009505015,0,0,0,0,0,0,0,0
1.13756,411.7295430387948,-8.78214574795566,-215.81426078639336,0,0,0,0,0,0,0,0
1.13758,411.7128063572305,-8.814547640559274,-214.40190064478983,0,0,0,0,0,0,0,0
1.1376,411.6962136549497,-8.800015886684603,-212.9810762832765,0,0,0,0,0,0,0,0
1.13762,411.6790232921669,-8.738280736323082,-211.5518437935536,0,0,0,0,0,0,0,0
1.13764,411.66048977684153,-8.629087245521209,-210.11425959925955,0,0,0,0,0,0,0,0
1.13766,411.63986399998896,-8.47219534976775,-208.6683804537828,0,0,0,0,0,0,0,0
1.13768,411.6140442676653,-8.473157171204202,-207.21426343793007,0,0,0,0,0,0,0,0
1.1377,411.5872549987441,-8.494541534455088,-205.75196595777768,0,0,0,0,0,0,0,0
1.1377199999999998,411.560429546556,-8.467493241949752,-204.2815457423131,0,0,0,0,0,0,0,0
1.13774,411.53283226594937,-8.391757323875487,-202.8030608411953,0,0,0,0,0,0,0,0
1.13776,411.5037240360923,-8.267093082048008,-201.3165696225034,0,0,0,0,0,0,0,0
1.13778,411.4723624784813,-8.093274154214189,-199.82213077033845,0,0,0,0,0,0,0,0
1.1378,411.43517761832095,-8.144343224665663,-198.3198032826145,0,0,0,0,0,0,0,0
1.13782,411.3983850062105,-8.145790253326739,-196.80964646860755,0,0,0,0,0,0,0,0
1.13784,411.3612609867749,-8.097363386819186,-195.2917199467912,0,0,0,0,0,0,0,0
1.13786,411.3230786153431,-7.998824411704979,-193.76608364225072,0,0,0,0,0,0,0,0
1.13788,411.28310785798607,-7.849948813331491,-192.2327977844809,0,0,0,0,0,0,0,0
1.1379,411.2398252210816,-7.719057072368826,-190.69192290503764,0,0,0,0,0,0,0,0
1.13792,411.1923983379151,-7.74297787736756,-189.1435198349809,0,0,0,0,0,0,0,0
1.13794,411.1449633184356,-7.715887164174222,-187.5876497026408,0,0,0,0,0,0,0,0
