,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT
0,0,1.1542196334587482,394.6346313971709,-12.522360372232027,-301.35235740594874,0,0,0,0,0,0,0,0,0,0
1,1,1.15422,394.7751311848235,-12.509533595794112,-301.8325617945368,0,0,0,0,0,0,0,0,0,0
2,2,1.15424,394.91542275897336,-12.508936144551203,-302.30085035040094,0,0,0,0,0,0,0,0,0,0
3,3,1.1542599999999998,395.0571993291674,-12.45434531433666,-302.75720458631537,0,0,0,0,0,0,0,0,0,0
4,4,1.15428,395.1971404652869,-12.476996273808114,-303.2016064862002,0,0,0,0,0,0,0,0,0,0
5,5,1.1543,395.3369171456744,-12.510684461799183,-303.6340385058212,0,0,0,0,0,0,0,0,0,0
6,6,1.15432,395.47896308489953,-12.48911339296686,-304.05448357351065,0,0,0,0,0,0,0,0,0,0
7,7,1.15434,395.62057167976513,-12.477718704514292,-304.4629250908095,0,0,0,0,0,0,0,0,0,0
8,8,1.15436,395.7613309012153,-12.542049801962229,-304.8593469331534,0,0,0,0,0,0,0,0,0,0
9,9,1.15438,395.9042930401203,-12.549814450787006,-305.2437334504797,0,0,0,0,0,0,0,0,0,0
10,10,1.1544,396.04748744219006,-12.566518366770906,-305.61606946787043,0,0,0,0,0,0,0,0,0,0
11,11,1.15442,396.19111777020527,-12.591750354223397,-305.97634028614044,0,0,0,0,0,0,0,0,0,0
12,12,1.15444,396.3353779517663,-12.625093664477731,-306.32453168240806,0,0,0,0,0,0,0,0,0,0
13,13,1.15446,396.4804520565494,-12.666126263651355,-306.66062991067963,0,0,0,0,0,0,0,0,0,0
14,14,1.15448,396.6265141799015,-12.714421103473072,-306.9846217023664,0,0,0,0,0,0,0,0,0,0
15,15,1.1545,396.7737283328182,-12.769546395013332,-307.29649426683034,0,0,0,0,0,0,0,0,0,0
16,16,1.15452,396.9222483383938,-12.831065885151387,-307.5962352918792,0,0,0,0,0,0,0,0,0,0
17,17,1.15454,397.07221773478375,-12.898539135611982,-307.8838329442453,0,0,0,0,0,0,0,0,0,0
18,18,1.15456,397.22542268192666,-12.905336305435656,-308.1592758700708,0,0,0,0,0,0,0,0,0,0
19,19,1.15458,397.3780109555683,-12.917150816325012,-308.42255319533564,0,0,0,0,0,0,0,0,0,0
20,20,1.1545999999999998,397.5325205798376,-12.86735535363682,-308.67365452630446,0,0,0,0,0,0,0,0,0,0
21,21,1.15462,397.68420559502727,-12.887991127215972,-308.91256994992875,0,0,0,0,0,0,0,0,0,0
22,22,1.15464,397.83800647645614,-12.846173685916296,-309.1392900342324,0,0,0,0,0,0,0,0,0,0
23,23,1.15466,397.9891646720558,-12.874040814385731,-309.3538058286986,0,0,0,0,0,0,0,0,0,0
24,24,1.15468,398.14259776247,-12.83860131362984,-309.55610886460744,0,0,0,0,0,0,0,0,0,0
25,25,1.1546999999999998,398.29516649514176,-12.80572621221088,-309.74619115538326,0,0,0,0,0,0,0,0,0,0
26,26,1.15472,398.446078131731,-12.84141993773182,-309.92404519690604,0,0,0,0,0,0,0,0,0,0
27,27,1.15474,398.59864735657567,-12.812511065290863,-310.08966396779465,0,0,0,0,0,0,0,0,0,0
28,28,1.15476,398.7496431819749,-12.851404511786606,-310.2430409297127,0,0,0,0,0,0,0,0,0,0
29,29,1.15478,398.9023628285653,-12.824825370612976,-310.38417002759326,0,0,0,0,0,0,0,0,0,0
30,30,1.1548,399.0527692839594,-12.865276927593747,-310.5130456899051,0,0,0,0,0,0,0,0,0,0
31,31,1.15482,399.2057121645252,-12.839404262866047,-310.62966282885554,0,0,0,0,0,0,0,0,0,0
32,32,1.15484,399.35634673874455,-12.879789682745312,-310.7340168406007,0,0,0,0,0,0,0,0,0,0
33,33,1.15486,399.5095083046034,-12.852976978671617,-310.82610360542384,0,0,0,0,0,0,0,0,0,0
34,34,1.15488,399.6619659989162,-12.82505823113918,-310.9059194878953,0,0,0,0,0,0,0,0,0,0
35,35,1.1549,399.81284091824335,-12.86226126726441,-310.97346133702223,0,0,0,0,0,0,0,0,0,0
36,36,1.15492,399.9637259679455,-12.897599350806628,-311.0287264863669,0,0,0,0,0,0,0,0,0,0
37,37,1.15494,400.1170015775858,-12.863997247857098,-311.0717127541564,0,0,0,0,0,0,0,0,0,0
38,38,1.15496,400.2677551131792,-12.89434508114146,-311.10241844336684,0,0,0,0,0,0,0,0,0,0
39,39,1.15498,400.4207711127264,-12.854888780064476,-311.1208423417896,0,0,0,0,0,0,0,0,0,0
40,40,1.155,400.5719052354224,-12.878624364699917,-311.12698372208087,0,0,0,0,0,0,0,0,0,0
41,41,1.15502,400.7227086737559,-12.89844688552328,-311.1208423417896,0,0,0,0,0,0,0,0,0,0
42,42,1.1550399999999998,400.87387061868367,-12.913958050695548,-311.102418443367,0,0,0,0,0,0,0,0,0,0
43,43,1.15506,401.0269277319841,-12.857921691625494,-311.0717127541567,0,0,0,0,0,0,0,0,0,0
44,44,1.15508,401.177693778507,-12.86354605084706,-311.02872648636725,0,0,0,0,0,0,0,0,0,0
45,45,1.1551,401.3284704962044,-12.86363745364039,-310.97346133702206,0,0,0,0,0,0,0,0,0,0
46,46,1.15512,401.4774800757116,-12.92468306877336,-310.9059194878958,0,0,0,0,0,0,0,0,0,0
47,47,1.15514,401.6286510977682,-12.912506179574354,-310.82610360542367,0,0,0,0,0,0,0,0,0,0
48,48,1.15516,401.77940032156255,-12.893565252528076,-310.73401684060144,0,0,0,0,0,0,0,0,0,0
49,49,1.15518,401.93034894177606,-12.867465885324432,-310.62966282885634,0,0,0,0,0,0,0,0,0,0
50,50,1.1552,402.07889935055096,-12.900790622466602,-310.51304568990486,0,0,0,0,0,0,0,0,0,0
51,51,1.15522,402.2280793249872,-12.926200269639509,-310.3841700275942,0,0,0,0,0,0,0,0,0,0
52,52,1.15524,402.3785620037886,-12.876227550696782,-310.2430409297112,0,0,0,0,0,0,0,0,0,0
53,53,1.15526,402.5268574605337,-12.884550328494106,-310.08966396779726,0,0,0,0,0,0,0,0,0,0
54,54,1.15528,402.67518515596447,-12.883749074312586,-309.9240451969073,0,0,0,0,0,0,0,0,0,0
55,55,1.1553,402.8233274778386,-12.873418495081516,-309.7461911553846,0,0,0,0,0,0,0,0,0,0
56,56,1.15532,402.9710575103357,-12.853159259653667,-309.55610886460886,0,0,0,0,0,0,0,0,0,0
57,57,1.15534,403.1181391796196,-12.822578251371468,-309.3538058286982,0,0,0,0,0,0,0,0,0,0
58,58,1.15536,403.26432740519584,-12.781288816793133,-309.139290034234,0,0,0,0,0,0,0,0,0,0
59,59,1.15538,403.40936825696485,-12.728911010431997,-308.91256994993046,0,0,0,0,0,0,0,0,0,0
60,60,1.1554,403.5529991178749,-12.66507183536306,-308.6736545263062,0,0,0,0,0,0,0,0,0,0
61,61,1.15542,403.694948852085,-12.5894054795543,-308.4225531953375,0,0,0,0,0,0,0,0,0,0
62,62,1.15544,403.8335251534952,-12.568842492253689,-308.1592758700703,0,0,0,0,0,0,0,0,0,0
63,63,1.15546,403.9707876643034,-12.603087829129096,-307.88383294424733,0,0,0,0,0,0,0,0,0,0
64,64,1.1554799999999998,404.1086389559089,-12.624461479319068,-307.5962352918814,0,0,0,0,0,0,0,0,0,0
65,65,1.1555,404.2467776137906,-12.632548401007869,-307.2964942668325,0,0,0,0,0,0,0,0,0,0
66,66,1.15552,404.3848928744925,-12.62694172637056,-306.9846217023688,0,0,0,0,0,0,0,0,0,0
67,67,1.15554,404.5226648202628,-12.607243011267627,-306.66062991067906,0,0,0,0,0,0,0,0,0,0
68,68,1.15556,404.6597645793129,-12.573062479901544,-306.3245316824106,0,0,0,0,0,0,0,0,0,0
69,69,1.15558,404.7950223947527,-12.591468488647184,-305.9763402861398,0,0,0,0,0,0,0,0,0,0
70,70,1.1556,404.930475945974,-12.594658662378947,-305.6160694678731,0,0,0,0,0,0,0,0,0,0
71,71,1.15562,405.0641577704994,-12.64972404582659,-305.24373345048247,0,0,0,0,0,0,0,0,0,0
72,72,1.15564,405.1997100259104,-12.621301356500735,-304.8593469331528,0,0,0,0,0,0,0,0,0,0
73,73,1.15566,405.3335285770317,-12.644006126203982,-304.46292509081246,0,0,0,0,0,0,0,0,0,0
74,74,1.15568,405.4676223625806,-12.649945545030045,-304.0544835735099,0,0,0,0,0,0,0,0,0,0
75,75,1.1557,405.6016057360169,-12.638718558825316,-303.6340385058244,0,0,0,0,0,0,0,0,0,0
76,76,1.15572,405.7350842006524,-12.60993444410104,-303.20160648620333,0,0,0,0,0,0,0,0,0,0
77,77,1.15574,405.86765465040713,-12.563213041202976,-302.75720458631866,0,0,0,0,0,0,0,0,0,0
78,78,1.15576,405.998905615706,-12.498184981356117,-302.30085035040435,0,0,0,0,0,0,0,0,0,0
79,79,1.15578,406.12841751436287,-12.414491907458055,-301.83256179453593,0,0,0,0,0,0,0,0,0,0
80,80,1.1558,406.2543757279336,-12.379479439127694,-301.35235740595226,0,0,0,0,0,0,0,0,0,0
81,81,1.1558199999999998,406.378649134023,-12.39286242957536,-300.86025614229624,0,0,0,0,0,0,0,0,0,0
82,82,1.15584,406.50295507876666,-12.386576971323626,-300.35627743087844,0,0,0,0,0,0,0,0,0,0
